,Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,Air Aspiration Method Desc,Trans,Trans Desc,# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Calc Approach Desc,Unique Label?,Label Recalc?,Suppressed?,Police/Emerg?,Cyl Deact?,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,GHG Rating (1-10 rating on Label),$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) 
0,2015,FCA Italy,Alfa Romeo,4C,FTG,264,1.8,4,Auto(AM6),Turbocharged,AM,Automated Manual,6,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2050,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,Cam Phasers,N,GDI,Spark Ignition Direct Injection,N,5W-30,N,No,7,
1,2015,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,ASX,8,6.0,12,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,4050,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,Inlet and Exhaust Cam Phasing,N,MFI,Multipoint/sequential fuel injection,N,0W40,N,No,2,9250.0
2,2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,ASX,4,4.7,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,6750.0
3,2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,ASX,1,4.7,8,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,8000.0
4,2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,ASX,5,4.7,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,6750.0
5,2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,ASX,2,4.7,8,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,8000.0
6,2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,ASX,6,4.7,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,6750.0
7,2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,ASX,3,4.7,8,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,"Electronically controlled, hydraulically actuated intake cam phasing",N,MFI,Multipoint/sequential fuel injection,N,10W60,N,No,3,8000.0
8,2015,Volkswagen Group of,Audi,R8,VGA,27,4.2,8,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3350,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS INTAKE AND EXHAUST CAM ADJUSTEMENT,N,GDI,Spark Ignition Direct Injection,N,"5W/30, VW50400",N,No,4,5750.0
9,2015,Volkswagen Group of,Audi,R8,VGA,29,4.2,8,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,4050,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS INTAKE AND EXHAUST CAM ADJUSTEMENT,N,GDI,Spark Ignition Direct Injection,N,"5W/30, VW50400",N,No,2,9250.0
10,2015,Volkswagen Group of,Audi,R8,VGA,35,5.2,10,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,GDI,Spark Ignition Direct Injection,N,10W60 VW 50101 / 50500,N,No,3,6750.0
11,2015,Volkswagen Group of,Audi,R8,VGA,33,5.2,10,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,4050,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,GDI,Spark Ignition Direct Injection,N,10W60 VW 50101 / 50500,N,No,2,9250.0
12,2015,Volkswagen Group of,Audi,R8 Spyder,VGA,26,4.2,8,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3350,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS INTAKE AND EXHAUST CAM ADJUSTEMENT,N,GDI,Spark Ignition Direct Injection,N,"5W/30, VW50400",N,No,4,5750.0
13,2015,Volkswagen Group of,Audi,R8 Spyder,VGA,28,4.2,8,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,4050,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS INTAKE AND EXHAUST CAM ADJUSTEMENT,N,GDI,Spark Ignition Direct Injection,N,"5W/30, VW50400",N,No,2,9250.0
14,2015,Volkswagen Group of,Audi,R8 Spyder,VGA,34,5.2,10,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,GDI,Spark Ignition Direct Injection,N,10W60 VW 50101 / 50500,N,No,3,6750.0
15,2015,Volkswagen Group of,Audi,R8 Spyder,VGA,32,5.2,10,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,4050,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,GDI,Spark Ignition Direct Injection,N,10W60 VW 50101 / 50500,N,No,2,9250.0
16,2015,Volkswagen Group of,Audi,TT Roadster quattro,VGA,3,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2200,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUSLY VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40,N,No,6,
17,2015,Volkswagen Group of,Bentley,Continental GT3-R,VGA,110,4.0,8,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3350,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,Y,Y,Continuously intake and exhaust cam adjustement,Y,GDI,Spark Ignition Direct Injection,N,5W30 VW 50400 / 50700,N,No,4,5750.0
18,2015,BMW,BMW,Z4 sDrive28i,BMX,428,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2200,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,Y,0W30,N,No,6,
19,2015,BMW,BMW,Z4 sDrive28i,BMX,429,2.0,4,Manual(M6),Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2200,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,Y,0W30,Y,Yes,6,
20,2015,BMW,BMW,Z4 sDrive35i,BMX,436,3.0,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2850,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,N,GDI,Spark Ignition Direct Injection,Y,0W30,N,No,5,3250.0
21,2015,BMW,BMW,Z4 sDrive35is,BMX,438,3.0,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2850,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,N,GDI,Spark Ignition Direct Injection,Y,0W30,N,No,5,3250.0
22,2015,Volkswagen Group of,Bugatti,Veyron,VGA,60,8.0,16,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,5700,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,MFI,Multipoint/sequential fuel injection,N,10W60 VW 50101 / 50500,N,No,1,17500.0
23,2015,General Motors,Chevrolet,CORVETTE,GMX,59,6.2,8,Auto(S8),Naturally Aspirated,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,2850,1,1,1,Two Seaters,Derived 5-cycle label,N,N,N,N,Y,Y,CAM PHASER,N,GDI,Spark Ignition Direct Injection,N,5W30,N,No,5,3250.0
24,2015,General Motors,Chevrolet,CORVETTE,GMX,67,6.2,8,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3550,1,1,1,Two Seaters,Derived 5-cycle label,N,N,N,N,Y,Y,CAM PHASER,N,GDI,Spark Ignition Direct Injection,N,5W30,N,No,3,6750.0
25,2015,General Motors,Chevrolet,CORVETTE,GMX,60,6.2,8,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,2700,1,1,1,Two Seaters,Derived 5-cycle label,N,N,N,N,Y,Y,CAM PHASER,N,GDI,Spark Ignition Direct Injection,N,5W30,N,No,5,2500.0
26,2015,General Motors,Chevrolet,CORVETTE,GMX,68,6.2,8,Manual(M7),Supercharged,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3150,1,1,1,Two Seaters,Derived 5-cycle label,N,N,N,N,Y,Y,CAM PHASER,N,GDI,Spark Ignition Direct Injection,N,5W30,N,No,4,4750.0
27,2015,FCA US LLC,Dodge,Viper SRT,CRX,185,8.4,10,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3800,1,1,1,Two Seaters,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N,N,N,N,Y,Cam phasers,N,MFI,Multipoint/sequential fuel injection,N,0W-40,N,No,3,8000.0
28,2015,Ferrari,"Ferrari North America, Inc.",458 Italia,FEX,143,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,Y,Yes,3,8000.0
29,2015,Ferrari,"Ferrari North America, Inc.",458 Italia,FEX,142,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4050,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,2,9250.0
30,2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,FEX,146,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4050,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,2,9250.0
31,2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,FEX,147,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,Y,Yes,3,8000.0
32,2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,FEX,149,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,Y,Yes,3,8000.0
33,2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,FEX,148,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4050,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,2,9250.0
34,2015,Ferrari,"Ferrari North America, Inc.",458 Spider,FEX,145,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,3800,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,Y,Yes,3,8000.0
35,2015,Ferrari,"Ferrari North America, Inc.",458 Spider,FEX,144,4.5,8,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4050,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,2,9250.0
36,2015,Ferrari,"Ferrari North America, Inc.",F12,FEX,154,6.3,12,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4400,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,Y,Yes,1,11000.0
37,2015,Ferrari,"Ferrari North America, Inc.",F12,FEX,153,6.3,12,Auto(AM7),Naturally Aspirated,AM,Automated Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4400,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,variable camshaft timing for exhaust and inlet,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,1,11000.0
38,2015,Honda,Honda,CR-Z,HNX,34,1.5,4,Auto(AV-S7),Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,N,F,"2-Wheel Drive, Front",10.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1400,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,Y,MFI,Multipoint/sequential fuel injection,N,0W-20,Y,Yes,9,
39,2015,Honda,Honda,CR-Z,HNX,35,1.5,4,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",10.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1550,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,Variable valve Timing and lift Electronic Control (VTEC) system is applied.,Y,MFI,Multipoint/sequential fuel injection,N,0W-20,Y,Yes,8,
40,2015,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,JLX,154,3.0,6,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,5,1500.0
41,2015,Jaguar Land Rover L,Jaguar,F-TYPE Coupe,JLX,155,3.0,6,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,5,1500.0
42,2015,Jaguar Land Rover L,Jaguar,F-TYPE R Coupe,JLX,153,5.0,8,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3150,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,4,4750.0
43,2015,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,JLX,156,3.0,6,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2600,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,5,2000.0
44,2015,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,JLX,157,3.0,6,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2600,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,5,2000.0
45,2015,Jaguar Land Rover L,Jaguar,F-TYPE V8 S Convertible,JLX,152,5.0,8,Auto(S8),Supercharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3150,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,VVT on inlet & exhaust. Electronic control.,N,GDI,Spark Ignition Direct Injection,N,5W20 GF4,Y,Yes,4,4750.0
46,2015,Volkswagen Group of,Lamborghini,Aventador Coupe,VGA,52,6.5,12,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4400,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,Y,Y,HYDRAULIC SYSTEM ELECTRONICALLY CONTROLLED. CONTINUOUSLY VVT,N,MFI,Multipoint/sequential fuel injection,N,5W30 VW 50400 / 50700,Y,Yes,1,11000.0
47,2015,Volkswagen Group of,Lamborghini,Aventador Roadster,VGA,53,6.5,12,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4750,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,Y,Y,HYDRAULIC SYSTEM ELECTRONICALLY CONTROLLED. CONTINUOUSLY VVT,N,MFI,Multipoint/sequential fuel injection,N,5W30 VW 50400 / 50700,Y,Yes,1,12750.0
48,2015,Volkswagen Group of,Lamborghini,Huracan,VGA,25,5.2,10,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3550,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,GDPI,Spark Ignition direct & ported injection,N,5W30 VW 50400,N,No,3,6750.0
49,2015,Volkswagen Group of,Lamborghini,Veneno Roadster,VGA,54,6.5,12,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,4400,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,N,N,N,N,Y,Y,HYDRAULIC SYSTEM ELECTRONICALLY CONTROLLED. CONTINUOUSLY VVT,N,MFI,Multipoint/sequential fuel injection,N,5W30 VW 50400 / 50700,N,No,1,11000.0
50,2015,MAZDA,MAZDA,MX-5,TKX,11,2.0,4,Auto(S6),Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,MFI,Multipoint/sequential fuel injection,N,GF-4 0W-20,N,No,5,1500.0
51,2015,MAZDA,MAZDA,MX-5,TKX,9,2.0,4,Manual(M5),Naturally Aspirated,M,Manual,5,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2300,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,MFI,Multipoint/sequential fuel injection,N,GF-4 0W-20,N,No,6,500.0
52,2015,MAZDA,MAZDA,MX-5,TKX,10,2.0,4,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2400,2,2,1,Two Seaters,Derived 5-cycle label,N,N,N,N,N,Y,This technology optimizes the valve timing by using computer control to continuously switch the intake valve opening/closing timing according to driving conditions.,N,MFI,Multipoint/sequential fuel injection,N,GF-4 0W-20,N,No,6,1000.0
53,2015,McLaren Automotive,McLaren Automotive Limted,650S Coupe,MLN,1,3.8,8,Auto(A7),Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3150,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,Y,N,N,N,N,Y,Variable Inlet Valve Timing by camshaft rotation offset.,N,MFI,Multipoint/sequential fuel injection,N,0W40,N,No,4,4750.0
54,2015,McLaren Automotive,McLaren Automotive Limted,650S Spider,MLN,2,3.8,8,Auto(A7),Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3150,2,2,1,Two Seaters,Vehicle Specific 5-cycle label,Y,N,N,N,N,Y,Variable Inlet Valve Timing by camshaft rotation offset.,N,MFI,Multipoint/sequential fuel injection,N,0W40,N,No,4,4750.0
55,2015,Mercedes-Benz,Mercedes-Benz,SL 400,MBX,223,3.0,6,Auto(A7),Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,2500,2,2,1,Two Seaters,Derived 5-cycle label,Y,N,N,N,N,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,GDI,Spark Ignition Direct Injection,N,5W/40,Y,Yes,5,1500.0
