,Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,Air Aspiration Method Desc,Trans,Trans Desc,# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Calc Approach Desc,Unique Label?,Label Recalc?,Suppressed?,Police/Emerg?,Cyl Deact?,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,GHG Rating (1-10 rating on Label),$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) 
105,2016,Porsche,Porsche,911 Carrera 4 GTS,PRX,126,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
106,2016,Porsche,Porsche,911 Carrera 4 GTS,PRX,125,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
107,2016,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,128,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
108,2016,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,127,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
109,2016,Porsche,Porsche,911 Carrera 4S,PRX,114,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2250.0
110,2016,Porsche,Porsche,911 Carrera 4S,PRX,113,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
111,2016,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,116,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
112,2016,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,115,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
113,2016,Porsche,Porsche,911 Carrera Cabriolet,PRX,104,3.4,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2150,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,1750.0
114,2016,Porsche,Porsche,911 Carrera Cabriolet,PRX,103,3.4,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,5,2250.0
115,2016,Porsche,Porsche,911 Carrera GTS,PRX,122,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
116,2016,Porsche,Porsche,911 Carrera GTS,PRX,121,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
117,2016,Porsche,Porsche,911 Carrera GTS Cabriolet,PRX,124,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
118,2016,Porsche,Porsche,911 Carrera GTS Cabriolet,PRX,123,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
119,2016,Porsche,Porsche,911 Carrera S,PRX,106,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2150,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,1750.0
120,2016,Porsche,Porsche,911 Carrera S,PRX,105,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2250.0
121,2016,Porsche,Porsche,911 Carrera S Cabriolet,PRX,108,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2250.0
122,2016,Porsche,Porsche,911 Carrera S Cabriolet,PRX,107,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2250.0
123,2016,Porsche,Porsche,911 R,PRX,533,4.0,6,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3100,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,3,6500.0
124,2016,Porsche,Porsche,911 Targa 4,PRX,542,3.4,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2250,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2250.0
125,2016,Porsche,Porsche,911 Targa 4,PRX,540,3.4,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,5,2750.0
126,2016,Porsche,Porsche,911 Targa 4 GTS,PRX,546,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,5,2750.0
127,2016,Porsche,Porsche,911 Targa 4 GTS,PRX,545,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,5,2750.0
128,2016,Porsche,Porsche,911 Targa 4S,PRX,544,3.8,6,Auto(AM-S7),Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,5,2750.0
129,2016,Porsche,Porsche,911 Targa 4S,PRX,543,3.8,6,Manual(M7),Naturally Aspirated,M,Manual,7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,2,Minicompact Cars,Derived 5-cycle label,Y,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,N,No,5,2750.0
130,2016,Porsche,Porsche,911 Turbo,PRX,521,3.8,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
131,2016,Porsche,Porsche,911 Turbo Cabriolet,PRX,522,3.8,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
132,2016,Porsche,Porsche,911 Turbo S,PRX,523,3.8,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
133,2016,Porsche,Porsche,911 Turbo S Cabriolet,PRX,524,3.8,6,Auto(AM-S7),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,4,4-Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Porsche VVT,Y,GDI,Spark Ignition Direct Injection,N,0W40,Y,Yes,4,3500.0
134,2016,Toyota,SCION,FR-S,TYX,145,2.0,4,Auto(S6),Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,1750,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,intake and exhaust,N,GDPI,Spark Ignition direct & ported injection,N,0W-20 GF5,N,No,7,
135,2016,Toyota,SCION,FR-S,TYX,146,2.0,4,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,2000,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,intake and exhaust,N,GDPI,Spark Ignition direct & ported injection,N,0W-20 GF5,N,No,6,1000.0
136,2016,Subaru,Subaru,BRZ,FJX,2,2.0,4,Auto(S6),Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,1750,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,intake and exhaust,N,GDPI,Spark Ignition direct & ported injection,N,0W-20 GF5,N,No,7,
137,2016,Subaru,Subaru,BRZ,FJX,1,2.0,4,Manual(M6),Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,2000,2,2,2,Minicompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,intake and exhaust,N,GDPI,Spark Ignition direct & ported injection,N,0W-20 GF5,N,No,6,1000.0
138,2016,aston martin,Aston Martin Lagonda Ltd,Rapide S,ASX,10,6.0,12,Auto(S8),Naturally Aspirated,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2900,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,Inlet and Exhaust Cam Phasing,N,MFI,Multipoint/sequential fuel injection,N,0W40,N,No,3,5500.0
139,2016,Volkswagen Group of,Audi,A3,VGA,36,1.8,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,F,"2-Wheel Drive, Front",15.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1650,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,N,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,
140,2016,Volkswagen Group of,Audi,A3 Cabriolet,VGA,37,1.8,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,F,"2-Wheel Drive, Front",15.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1600,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,N,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,7,
141,2016,Volkswagen Group of,Audi,A3 Cabriolet quattro,VGA,39,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1750,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,
142,2016,Volkswagen Group of,Audi,A3 quattro,VGA,38,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1650,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,
143,2016,Volkswagen Group of,Audi,A5 Cabriolet quattro,VGA,35,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,85.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2050,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING FOR INTAKE / EXHAUST,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,5,1250.0
144,2016,Volkswagen Group of,Audi,A5 quattro,VGA,34,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,85.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2000,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING FOR INTAKE / EXHAUST,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,1000.0
145,2016,Volkswagen Group of,Audi,A5 quattro,VGA,50,2.0,4,Manual(M6),Turbocharged,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1900,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,500.0
146,2016,Volkswagen Group of,Audi,S3,VGA,55,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1900,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUSLY VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40,N,No,6,500.0
147,2016,Volkswagen Group of,Audi,S5,VGA,43,3.0,6,Auto(AM-S7),Supercharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,5,2750.0
148,2016,Volkswagen Group of,Audi,S5,VGA,46,3.0,6,Manual(M6),Supercharged,M,Manual,6,N,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2500,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,4,3500.0
149,2016,Volkswagen Group of,Audi,S5 Cabriolet,VGA,44,3.0,6,Auto(AM-S7),Supercharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2350,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,5,2750.0
150,2016,Volkswagen Group of,Audi,TT Coupe quattro,VGA,60,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,1750,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUS VARIABLE VALVE TIMING,Y,GDI,Spark Ignition Direct Injection,N,5W40 VW 50200,N,No,6,
151,2016,Volkswagen Group of,Audi,TTS Coupe,VGA,52,2.0,4,Auto(AM-S6),Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2000,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,CONTINUOUSLY VARIABLE VALVE TIMING,N,GDI,Spark Ignition Direct Injection,N,5W40,N,No,6,1000.0
152,2016,Volkswagen Group of,Bentley,Continental GT Convertible,VGA,7,4.0,8,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2900,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,Y,Y,Continuously intake and exhaust cam adjustement,Y,GDI,Spark Ignition Direct Injection,N,5W30 VW 50400 / 50700,N,No,3,5500.0
153,2016,Volkswagen Group of,Bentley,Continental GT Convertible,VGA,30,6.0,12,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,15.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,3300,2,2,3,Subcompact Cars,Vehicle Specific 5-cycle label,N,N,N,N,N,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,MFI,Multipoint/sequential fuel injection,N,5W30 VW 504 00,N,No,2,7500.0
154,2016,BMW,BMW,228i,BMX,200,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1850,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,250.0
155,2016,BMW,BMW,228i,BMX,201,2.0,4,Manual(M6),Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1900,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,Y,0W30,Y,Yes,6,500.0
156,2016,BMW,BMW,228i Convertible,BMX,204,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1850,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,250.0
157,2016,BMW,BMW,228i xDrive,BMX,202,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1850,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,250.0
158,2016,BMW,BMW,228i xDrive Convertible,BMX,206,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1900,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,500.0
159,2016,BMW,BMW,428i Convertible,BMX,404,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,1850,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,250.0
160,2016,BMW,BMW,428i xDrive Convertible,BMX,406,2.0,4,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2000,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,0W30,Y,Yes,6,1000.0
161,2016,BMW,BMW,435i Convertible,BMX,414,3.0,6,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2050,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,Y,0W30,Y,Yes,5,1250.0
162,2016,BMW,BMW,435i xDrive Convertible,BMX,416,3.0,6,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2150,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,N,5W30,Y,Yes,5,1750.0
163,2016,BMW,BMW,640i Convertible,BMX,641,3.0,6,Auto(S8),Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10.0,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,2050,2,2,3,Subcompact Cars,Derived 5-cycle label,N,N,N,N,N,Y,variable valve timing at inlet and outlet valves,Y,GDI,Spark Ignition Direct Injection,Y,0W30,Y,Yes,5,1250.0
